ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays
Mount Rainier NP,,,,,2025,March,23593,,117967,,388,,,,577,,
Mount Rainier NP,,,,,2025,April,41504,,207519,,440,,,,525,,
Mount Rainier NP,,,,,2025,May,99974,36050,499868,36050,3578,,518,650,2280,,103
Mount Rainier NP,,,,,2025,June,235402,99279,1177010,99279,8416,,3672,3510,6568,,774
Mount Rainier NP,,National Park,,,2025,July,391578,193202,7831550,193202,10201,,9765,5274,13955,,49
Mount Rainier NP,,National Park,,,2025,August,390508,198270,7810160,198270,9838,,9006,4056,14036,,55
National Park of American Samoa,,National Park,,,2025,July,9078,,18157,,,,,,,,
National Park of American Samoa,,National Park,,,2025,August,1351,,2701,,,,,,,,
New River Gorge NP & PRES,,,,,2025,January,43672,1625,74164,406,,,257,126,158,,
New River Gorge NP & PRES,,,,,2025,February,66345,1625,106318,406,,,174,104,147,,
New River Gorge NP & PRES,,,,,2025,March,119225,1488,192518,372,,,353,167,263,,72
New River Gorge NP & PRES,,,,,2025,April,56842,1488,143327,372,,,1248,867,1050,,464
New River Gorge NP & PRES,,,,,2025,May,251739,1738,686211,434,,,1291,898,1085,,280
New River Gorge NP & PRES,,,,,2025,June,263425,3000,748148,750,,,1938,1498,1575,,588
New River Gorge NP & PRES,,National Park,,,2025,July,259769,3000,789982,750,,,3746,1447,2713,,879
New River Gorge NP & PRES,,National Park,,,2025,August,270105,3000,786031,750,,,2641,1812,2170,,300
North Cascades NP,,,,,2025,January,17,,506,,,,,,25,,
North Cascades NP,,,,,2025,February,6,,110,,,,,,6,,
North Cascades NP,,,,,2025,March,10,,242,,,,,,12,,
North Cascades NP,,,,,2025,April,804,,7611,,,,,,206,,
North Cascades NP,,,,,2025,May,1186,,12064,,,,,,369,,
North Cascades NP,,,,,2025,June,2404,,38716,,,,,,1582,,
North Cascades NP,,National Park,,,2025,July,16828,,209721,,,,,,7219,,
North Cascades NP,,National Park,,,2025,August,14431,,196408,,,,,,7160,,
Olympic NP,,,,,2025,January,99595,63457,239590,21741,1016,,710,902,227,,
Olympic NP,,,,,2025,February,115894,64362,194047,22197,1136,,328,521,148,,
Olympic NP,,,,,2025,March,132357,87373,262640,28878,1558,,1129,1518,530,,
Olympic NP,,,,,2025,April,171452,106536,470808,33597,2970,6,2831,2898,1229,,
Olympic NP,,,,,2025,May,428803,121539,1061348,36526,0,0,4971,4191,9398,,
Olympic NP,,,,,2025,June,368686,123665,1971270,37395,1245,0,21779,14096,20911,,
Olympic NP,,National Park,,,2025,July,539855,133451,3501122,40816,0,0,28017,41412,36923,,
Olympic NP,,National Park,,,2025,August,565204,27611,2717550,12863,0,0,31920,34544,14820,,0
Petrified Forest NP,,,,,2025,January,21962,10,58186,10,,,,,47,,
Petrified Forest NP,,,,,2025,February,23096,10,60142,10,,,,,0,,
Petrified Forest NP,,,,,2025,March,57474,10,153401,10,,,,,91,,
Petrified Forest NP,,,,,2025,April,51745,10,141606,10,,,,,174,,
Petrified Forest NP,,,,,2025,May,59694,10,156438,10,,,,,137,,
Petrified Forest NP,,,,,2025,June,76109,10,189492,10,,,,,43,,
Petrified Forest NP,,National Park,,,2025,July,49151,10,125213,10,,,,,33,,
Petrified Forest NP,,National Park,,,2025,August,43397,10,104039,10,,,,,16,,
Pinnacles NP,,,,,2025,January,30342,,261919,,,7061,,,,,
Pinnacles NP,,,,,2025,February,26892,,242916,,,6771,,,,,
Pinnacles NP,,,,,2025,March,44670,,424563,,,12227,,,,,
Pinnacles NP,,,,,2025,April,39378,,491730,,,16212,,,,,
Pinnacles NP,,,,,2025,May,37144,,430628,,,13782,,,,,
Pinnacles NP,,,,,2025,June,33717,,369041,,,11467,,,,,
Pinnacles NP,,National Park,,,2025,July,28051,,313287,,,9861,,,,,
Pinnacles NP,,National Park,,,2025,August,23931,,296407,,,9755,,,,,
Redwood NP,,,,,2025,January,48394,902,173076,227,,,0,,172,,
Redwood NP,,,,,2025,February,41615,902,148964,227,,,0,,154,,
Redwood NP,,,,,2025,March,54640,902,203753,227,,,0,,582,,0
Redwood NP,,,,,2025,April,66958,902,245445,227,,,0,,516,,0
Redwood NP,,,,,2025,May,119782,902,445425,227,,,0,,1218,,0
Redwood NP,,,,,2025,June,222029,902,859940,227,,,0,,3732,,121
Redwood NP,,National Park,,,2025,July,199369,902,799206,227,,,0,,4612,,105
Redwood NP,,National Park,,,2025,August,177735,902,711103,227,,,0,,3996,,145
Rocky Mountain NP,,,,,2025,January,96601,90,585384,270,,,315,,46,,
Rocky Mountain NP,,,,,2025,February,101133,50,613086,150,,,336,,57,,
Rocky Mountain NP,,,,,2025,March,162403,80,987504,240,,,735,,83,,
Rocky Mountain NP,,,,,2025,April,173258,70,1061452,210,,,1308,,61,,
Rocky Mountain NP,,,,,2025,May,319336,490,2064050,1470,,,4970,2366,1011,,905
Rocky Mountain NP,,,,,2025,June,619776,1400,4253056,4200,,,16308,7981,6050,,3061
Rocky Mountain NP,,National Park,,,2025,July,763213,2050,5455662,6150,,,27814,11820,11872,,3268
Rocky Mountain NP,,National Park,,,2025,August,675717,2300,4932625,6900,,,29722,12837,9337,,2999
Saguaro NP,,,,,2025,January,108095,376182,199758,94045,,,,,284,,
Saguaro NP,,,,,2025,February,101597,369064,186680,92266,,,,,265,,
Saguaro NP,,,,,2025,March,68467,915,106952,229,,,,,0,,
Saguaro NP,,,,,2025,April,78920,150,165180,38,,,,,430,,
Saguaro NP,,,,,2025,May,65166,412642,111161,103161,,,,,182,,
Saguaro NP,,,,,2025,June,43105,406246,73972,101562,,,,,28,,
Saguaro NP,,National Park,,,2025,July,34647,409787,56877,102447,,,,,27,,
Saguaro NP,,National Park,,,2025,August,31601,388599,51698,97150,,,,,42,,
Sequoia NP,,,,,2025,January,51845,883,248856,3532,1670,,744,709,218,,
Sequoia NP,,,,,2025,February,40294,1540,193412,6160,0,,814,805,313,,
Sequoia NP,,,,,2025,March,74414,1675,357186,6700,1670,,1431,1469,218,,
Sequoia NP,,,,,2025,April,104655,624,3809436,2496,11769,,1561,1902,397,,
Sequoia NP,,,,,2025,May,138749,765,5050477,3060,5808,,6516,3434,1114,,
Sequoia NP,,,,,2025,June,161775,936,5969485,3744,8451,,17220,5775,5873,,
Sequoia NP,,National Park,,,2025,July,200392,1047,7394466,4188,7605,,19293,5492,6516,,
Sequoia NP,,National Park,,,2025,August,195347,995,7110622,3980,7678,,20482,20314,10284,,
Shenandoah NP,,,,,2025,January,11989,56,26945,14,0,,,,129,,
Shenandoah NP,,,,,2025,February,14614,56,34080,14,0,,,,211,,
Shenandoah NP,,,,,2025,March,92625,98,308843,25,0,,1227,702,1419,,12
Shenandoah NP,,,,,2025,April,139737,1260,762791,315,2514,,7845,4794,2806,,17
Shenandoah NP,,,,,2025,May,173115,1414,1288917,354,2950,,16632,9543,8026,,72
Shenandoah NP,,,,,2025,June,167090,1260,1279742,315,6427,,18222,8880,3845,,105
Shenandoah NP,,National Park,,,2025,July,188144,1414,1200656,354,5391,,18033,7119,1145,,64
Shenandoah NP,,National Park,,,2025,August,215114,1414,1361462,354,5351,,20538,8004,1796,,123
Theodore Roosevelt NP,,,,,2025,January,851,472,4494,156,,,3,24,4,,
Theodore Roosevelt NP,,,,,2025,February,2037,472,9943,156,,,5,30,1,,
Theodore Roosevelt NP,,,,,2025,March,9557,472,47459,156,,,35,162,10,,
Theodore Roosevelt NP,,,,,2025,April,11491,622,68285,205,,,203,518,50,,
Theodore Roosevelt NP,,,,,2025,May,77061,623,286397,206,,,1401,2970,100,,74
Theodore Roosevelt NP,,,,,2025,June,132952,623,469095,206,,,1677,3399,199,,178
Theodore Roosevelt NP,,National Park,,,2025,July,155747,622,575640,205,,,3008,3723,143,,262
Theodore Roosevelt NP,,National Park,,,2025,August,151582,621,563650,205,,,2387,4174,142,,319
Virgin Islands NP,,,,,2025,January,12091,15000,74360,3750,0,0,,,,0,0
Virgin Islands NP,,,,,2025,February,46404,15000,285386,3750,1728,2591,,,,0,0
Virgin Islands NP,,,,,2025,March,51705,15000,317983,3750,2267,2597,,,,0,0
Virgin Islands NP,,,,,2025,April,48819,15000,300236,3750,1192,1504,,,,0,0
Virgin Islands NP,,,,,2025,May,38598,15000,237376,3750,675,770,,,,0,0
Virgin Islands NP,,,,,2025,June,40000,15000,245999,3750,764,628,,,,0,0
Virgin Islands NP,,National Park,,,2025,July,43356,15000,266640,3750,382,287,,,,0,0
Virgin Islands NP,,National Park,,,2025,August,25100,15000,154367,3750,226,215,,,,0,0
Voyageurs NP,,,,,2025,January,2753,,9864,,,,,,16,,
Voyageurs NP,,,,,2025,February,8917,,32834,,,,,,52,,
Voyageurs NP,,,,,2025,March,4871,,18039,,,,,,27,,
Voyageurs NP,,,,,2025,April,5,,96,,,,,,6,,
Voyageurs NP,,,,,2025,May,27316,,190736,,479,,,,6141,,1776
Voyageurs NP,,,,,2025,June,40931,,215635,,1190,,,,13667,,1160
Voyageurs NP,,National Park,,,2025,July,42178,,194986,,1108,,,,15091,,1677
Voyageurs NP,,National Park,,,2025,August,42785,,205795,,888,,,,15818,,1567
White Sands NP,,,,,2025,January,40809,,84248,,,,,,,,
White Sands NP,,,,,2025,February,43146,,89744,,,,,,,,
White Sands NP,,,,,2025,March,91656,,168390,,,,,,,,
White Sands NP,,,,,2025,April,66951,,126961,,,,,,,,
White Sands NP,,,,,2025,May,69126,,34563,,,,,,,,
White Sands NP,,,,,2025,June,62133,,31067,,,,,,,,
White Sands NP,,National Park,,,2025,July,70086,,35043,,,,,,,,
White Sands NP,,National Park,,,2025,August,49344,,24672,,,,,,,,
Wind Cave NP,,,,,2025,January,10938,12547,17846,4141,,,,12,2,,
Wind Cave NP,,,,,2025,February,10191,11690,17522,3858,,,0,12,2,,
Wind Cave NP,,,,,2025,March,19355,14801,38854,4884,,,0,248,22,,
Wind Cave NP,,,,,2025,April,40796,14142,118359,4667,,,2,430,23,,
Wind Cave NP,,,,,2025,May,67886,23534,229808,7766,,,628,1392,126,,36
Wind Cave NP,,,,,2025,June,98988,34316,373186,11324,,,1568,2210,146,,289
Wind Cave NP,,National Park,,,2025,July,111639,24880,418651,8210,,,1850,2105,156,,504
Wind Cave NP,,National Park,,,2025,August,108995,24290,315757,8016,,,0,0,121,,0
Wolf Trap NP for the Performing Arts,,,,,2025,January,1932,,7728,,,,,,,,
Wolf Trap NP for the Performing Arts,,,,,2025,February,2576,,10304,,,,,,,,
Wolf Trap NP for the Performing Arts,,,,,2025,March,4880,,19520,,,,,,,,
Wolf Trap NP for the Performing Arts,,,,,2025,April,7466,,29864,,,,,,,,
Wolf Trap NP for the Performing Arts,,,,,2025,May,24769,,99076,,,,,,,,
Wolf Trap NP for the Performing Arts,,,,,2025,June,79592,,318368,,,,,,,,
Wrangell-St. Elias NP & PRES,,,,,2025,January,25,,1150,,,,,,18,,0
Wrangell-St. Elias NP & PRES,,,,,2025,February,95,,4370,,,,,,25,,2
Wrangell-St. Elias NP & PRES,,,,,2025,March,230,,10580,,,,,,20,,29
Wrangell-St. Elias NP & PRES,,,,,2025,April,520,,23920,,,,,,7,,43
Wrangell-St. Elias NP & PRES,,,,,2025,May,5411,,248926,,,,,,21,,1294
Wrangell-St. Elias NP & PRES,,,,,2025,June,21141,,972506,,,,,,18,,5127
Wrangell-St. Elias NP & PRES,,National Park,,,2025,July,28195,,1296972,,,,,,17,,7815
Wrangell-St. Elias NP & PRES,,National Park,,,2025,August,20020,,920935,,,,,,11,,6643
Yellowstone NP,,,,,2025,January,40363,59455,717065,35608,9578,,18,27,73,,
Yellowstone NP,,,,,2025,February,44133,58078,652258,33810,4998,,16,25,72,,
Yellowstone NP,,,,,2025,March,33284,65576,447029,36719,1842,,35,50,57,,
Yellowstone NP,,,,,2025,April,78529,71175,975953,41787,0,,410,941,49,,
Yellowstone NP,,,,,2025,May,566363,118061,8242453,69392,38637,14385,3150,3236,843,,3
Yellowstone NP,,,,,2025,June,928250,170106,17404870,94171,149712,89133,10201,6623,4122,,1287
Yellowstone NP,,National Park,,,2025,July,975109,199376,18360248,110339,131842,109073,15477,8510,10879,,1675
Yellowstone NP,,National Park,,,2025,August,881936,189545,17061452,105041,132682,103037,13612,7834,12598,,163
Yosemite NP,,,,,2025,January,135684,5791,1455954,161780,17917,,5204,4408,0,,240
Yosemite NP,,,,,2025,February,120601,4971,1705169,137346,25501,,8318,5184,0,,360
Yosemite NP,,,,,2025,March,154488,6374,2201279,175638,39520,,5200,5860,0,,450
Yosemite NP,,,,,2025,April,291270,12095,4032490,331189,52934,,19003,18480,571,,1017
Yosemite NP,,,,,2025,May,441789,18083,6173103,487369,58252,,44641,29680,7300,,1704
Yosemite NP,,,,,2025,June,584333,23077,8682442,590504,88603,,58836,30932,24877,,2494
Yosemite NP,,National Park,,,2025,July,604907,23493,9898564,598316,79756,,78791,41752,42989,,2213
Yosemite NP,,National Park,,,2025,August,586650,22662,8001560,572337,0,,98407,43412,35976,,3216
Zion NP,,,,,2025,January,149768,1860,849892,465,1349,,1546,2397,101,,133
Zion NP,,,,,2025,February,162438,1680,1010753,420,3545,,2577,4128,103,,549
Zion NP,,,,,2025,March,425780,1860,2612869,465,3544,,8111,8805,927,,2997
Zion NP,,,,,2025,April,538541,1800,3266761,450,8765,,7056,8654,1215,,4169
Zion NP,,,,,2025,May,589279,1860,3532454,465,8219,,7056,8184,1913,,4436
Zion NP,,,,,2025,June,585040,1800,3594186,450,9440,,9386,8415,1299,,4020
Zion NP,,National Park,,,2025,July,529798,1860,3341625,465,10121,,9984,9045,791,,3727
Zion NP,,National Park,,,2025,August,476657,1860,3011400,465,9073,,9288,8066,742,,3192
